Username,Text
@Aal-faqih,Saya punya temen nganggur semua mas. Ada yg kerja gajinya cuma cukup buat bayar ojol
@arigunawan7408,ngantuk pak??
@ilhamnurdin9667,Halo bapak Tokoh Nepotisme Indonesia
@marispwibowo829,Ayo bisa maju presiden 2029
@imanfathurrahman2294,pak gibran... perusahaanku mau tutup usahanya bulan depan. Apakah 19 juta lowongan kerja itu masih ada?
@didikharyono26,Ngopi dulu biar gak ngantukk
@BecfourAll,Pencapaian ini tentunya bukan karna  lu ye fufufafa
@zalazovzasky,Kalo ngecheat dipikir mas
@tripleong333,"Belajarnya berapa jam untuk menghafal,"
@wahyuaditya1467,"kek gak ada orang pinter aja di indonesia,,, yg beginian malah jadi  wakil presiden"
@ratmojarwo4754,Puas rasanya baca semua komentar nya.....
@FirmanAzwir,saya dukung pak wapres untuk di ganti
@MrYoperdi,"Saya bingung narasinya dari sudut pandang apakah sebagai pemerintah selaku Wapres? Apakah Sebagai generasi muda? Atau hanya sebagai pengamat ? Karena gabung semua. Itu kian membingungkan ketika permasalahan nya apa? Kesimpulan yang dicapai dari permasalahan tersebut, dan ide/solusi untuk menjawab semua masalahnya.."
@ILHAMGUNAWAN-m1r,Harusnya memaparkan visi misi presiden bukan memaparkan sesuatu yg diakui gagasannya
@nurdjaman1,trus program kerja nya apa? adakah timeline yg jelas untuk mencapainya?
@cahaya28Iunlis,Aneh kok tiba tiba bisa banyak likenya apa auto clicker ya
@johannesalex2120,Kang dedy mulyadi jadi president
@muhammadryan654,Konten sampah
@defxgames,"Sejarah mengulang dirinya sendiri, pertama sebagai tragedi, kedua sebagai lawakan. (Karl Marx)"
@SanDi-3431,Semangat untuk kemunduran indonesia🫡
@hendrosusilo802,Lihat content ini cuma mau dislike doank
@PoskoSecurity-d9e,Bonus demografi tapi pake Ai bng.
@tutor_mrbee,
@slametsardini4892,19jt lapangan kerja jngn lupa...mas....buktiin kl mas Gibran layak  jadi wapres...bukan karena bpke
@yuliana-wj1ie,DUIT PAJAK GUEEEEEE DIBELIIN BOT LIKEEEEEEE
@topaniskandar6039,Fufu fafa~ Musuh demokrasi
@Malesnulis89,anda membeli like pake duit rakyat?
@baimbaim984,4:13 - 4:24 gimana gimana?
@SajakKita,Kerja mas wapres
@nauraqoireen6943,Dislike ke 201 k mas
@jajangtv7470,cukup ketawa aja watados
@astroy2564,Hhiiiihhhhhh... .. Padahal cuci muka dulu paling ngga..
@AHMAD-gn5qm,Gak niat dengerin. Kesini cuma mau baca komen aja
@andirezha8005,Lebih cocok main kaskus gan
@bajahitam4420,"Mohon maaf hanya bisa ngasih , terima kasih"
@beeboov,"4:14 ""manusia yang tidak menggunakan A.I, akan kalah dgn manusia yg menggunakan A.I""  salah satu orng yg menyingkirkan orang orang yang ga pakai A.I ini yaa kamu, aduhh... sebagai seniman saya ngerasa kecewa sekali dengan anda yang terus saja menggembar gemborkan A.I, padahal banyak banget lho seniman indonesia yang berbakat. deadass."
@cctmusic4297,KENAPA SAYA WNI ??
@adityabayu1,Itu pake bot ya yg like bnyk amat
@yudhadaud7930,Ini yang ngomong Gibran asli atau AI ya?
@amazingthingx,Konten halu
@bilekbilek-d7t,LIKENYE BELI YA
@ramadhanputra8192,Enak anak presiden mah...
@abduhalim810,NGEBOOST LIKE BIAR APA ? VALIDASI? AWOKAOWOAWOKOK
@ahmadsofyan3588,Orang yang tidak menggunakankan AI akan terkalahkan dengan orang yang menggunakan AI
@JacksonRantesaluSapang8,Karbitan
@peinreborn1142,Fufufafa️Kapan komentar negatif ini berakhir
@cyeonmiya,"Kenapa lawan politik ingin menjatuhkan mas wapres?  Karena mas wapres memiliki posisi yang tinggi.  Semangat mas wapres, q akan selalu ada di barisanmu"
@Masbakhul9,Sekelas wapres kayak ga ada harga dirinya
@asdirbolong6456,Yg dislike video ini mana?
@maulanaqandiyas5430,Jir bayar bot demi like
@RegaliaF,Dijamin banyakan yg dislike drpd yg ngelike. Inilah contoh anak yg dipaksa menempati jabatan yg ga sesuai potensi sm bapaknya. Kasian bgt ni org dibenci stgh mati sm rakyatnya. Maap tp konten Fery Irwandi jauuuuuuuuuhhhh lbh bermutu drpd fufufafa
@Koyin94,Orang ini kayak mirip fufufafa gak sih serius tanya 🫣
@Mr.D.Animals,"Waduh aku tersesat disini wee,, tolunggg"
@Reggilero,netijen bringas bringas gila wkwkw
@VilawatieWatie,Gimana usaha martabak
@Buahorganikmedan,Dia siapa ya Kok aku gak kenal
@nasigorengpecelesteh1506,Itu udah mandi lom ya?
@AskiaNitami-z4b,"Cuma mau ikut komen... ""Apaan sih"" 2:19 Ada di Bapak dan MK"
@emhbismillah,Mana ada ai itu ancaman ai itu cuma robot lu kl gmw kalah sama ai beljr makanya jangan main ai terus bnr ga  kak gibran
@denysibuea1638,Kau itu jadi wapres hasil karya bapakmu yang kutak-katik konstitusi. Tau malu lah sedikit.
@radenabdul272,Alaaahhhh bulshiiiittt
@simonsiregar1466,"kontennya ga salah, pemeran utamanya yg salah pilih.. yg dislike yg keki sama Gibran, yg like buzzer."
@nurhayani3713,Pemuda paling cerdas di dunia bisa mengalahkan Donald Trump dan para sekutu nya
@FahmiSalsabila,"Belajar lebih giat lagi untuk masa depan yang lebih cerah, by: Rakyat Jelata Indonesia"
@thesweetseaweed4458,"maaf tapi isi video ini cuma sekedar motivasi , omong kosong, ga ada pembahasan bagaimana biar kita bisa maju. cuma nyuruh nyuruh aja, ga dikasih tau caranya.  begitulah kalo kerjaan aja didapet karena bantuan orangtua, ga bisa berpikir sistematis karena semuanya diperoleh instan tanpa usaha"
@salehbrikzubaidi,"Yang like bisa melebihi Subscribers,,,, Wow,,,, Jenius"
@sevansetiabakti8201,"Mantep bet likesnya tiba2 naik, para bajer2 tampaknya sudah mulai dapet kerjaan"
@SlingShotShooter,"Beli like pakai duit rakyat.. Bravo, satu keluarga besar gak punya malu"
@asnawi6537,omon omon....
@shortmusicviralrandom8645,Gw baca komentarnya suaranya gw silent...  Alhamdulillah sedikit terhibur baca komentarnya...
@agiandriosa8109,Mau bilang bujang sudah orang tua. Mau bilang orang tua kok kayak bujang. Salam Sehat Akal.
@onets19,Disklikenya ga muncul...wakakakakak
@Arkaabrial,Dislike nya di Hide
@mauhammadmaruf4960,"We wok de tok, wkwk"
@kangipal,HEY GIBRAN HIDUPMU TIDAK AKAN TENANG SAMPAI AKHIR HAYAT. ANDA AKAN DICAP SEBAGAI WAPRES GAGAL HINGGA KIAMAT NANTI. SEJARAH AKAN TERUS DIINGAT SEPANJANG MASA.
@plenguk630,"Boro2 lapangan kerja 19juta,kamu aja kerja dicariin bapakmu"
@DutaSuksesKayra,Wkwkwk boot nya bekerja dengan baik buat ngalahin dislike nya. Tapi kolom komentar ndak bisa bohongin
@paulhuruhara2427,Kui omg dari pikiran opo moco
@adhaniekowati4905,Beneran like nya 124 rb?
@feltaindriyani767,"Bisa gak sih auranya di isi biar gak kosong bgt,"
@youreyes3026,Bang spill gaji wapres berapa dong Bang?
@FauzanAl-arafah,"Percuma pak wapres pendidikan di indonesia masih tertinggal jauh, masih banyak anak SMP yg belum bisa membaca padahal membaca itu adalah jendela ilmu.  takutnya bukan bonus demografi tapi zonk demografi"
@theimperfect4312,Dislike manual
@FREAKPEDIA,WKWKK UANG PAJAK DARI RAKYAT CUMAN BUAT BELI LIKE YT WKWK
@UpDing,Nyenyenye
@bixchrun,Sedih bgt liat kondisi Indonesia sekarang. Kapan mau maju kalau pemerintahannya masih gitu-gitu aja? Tambah parah malah. Duh.
@SamuelSiburian-g4l,Pak Gibran benar dikit Napa
@bimofadila6905,ini yang katanya ga hobby membaca ya
@mika_al,"Buat apa bonus demografi, usia produktif yg banyak, tapi yg punya usia roduktif tersebut kebanyakan tidak berkuliah. Pendidikan yg cenderung rendah. Sependek pikiran saya yg paling urgen sekarang adalah fokus di sektor pendidikan agar bonus demografi tersebut dapat sedikitnya dimaksimalkan."
@jonhwatt5330,Alamak duit pajak dipake buat suntik like fufufafa
@SimonMuslim-b8u,"Sekedar like dan dislike aja di manipulasi,hadeuuh bagaimana yg lain"
@suryapaloh6821,K O S O N G
@SyafaatTulus,Masih ada yang kasih like? Bot AI ya?
@pastryisparty,Jadi intinya apa...?
@ridaaziz22,"""KOSONG"""
@yesssnd,Rawrrr
@DendyZt,Sesuatu diraih tanpa proses yg benar tak akan tenang dlm hidup dan tdk ada kebangga sama sekali dlm sepanjang hidup
@rianreinztx,Apa ada gejala gangguan keperibadian -NPD
@alizainalabidinasseggaf3426,Blog
@MALANMUUU,wkwkwk sampe suntik like
@YoiImagura,Gw bayar pajak buat suntik like cuy
@rizkyresyah,Uang pajak habis beli bot like
@airfikri,salut sama likenya tiba2 meledak lol
@araph0006,Duduk aje muke lo nyeselin apalgi lagi BO Asli asam sulfat
@anisrifai6333,"ngomong nya aja kayak bener.. padahal dia sendiri bisa seperti ini karena campur tangan bpk nya.. bukan karena kecerdasan dan kemampuan nya,, makanya apa yg dia omongin  gada yg denger..  udah ga usah ngomong ini itu percuma gada yg percaya"
@ForyantoJayaWigunaChannel,"baru Kali ini negara punya wapres model bginian, dosa besar apa kita"
@MuhammadAlbidzan,Mana daging nya ko tulang semua
@anasyahpohan2993,Gk capek baca teks truss bran??
@AryaAlby,capek gue ngelike komentar netizen
@SofiMuhammad-p3u,Dia berbicara bonus demokrafi tapi dirinya sendiri  tidak mencerminkan apa yang ia sampaikan.
@AksaraOfficial,bgaus editannya
@Iwan_ariff,#kaburajadulu
@debbyaudrey2890,coba nonton yg versi ferry irwandinya bang gib
@Muhammaddevano-i5u,Koq gak bisa klik dislike ya
@tpjminds6643,Kesini buat sumbang dislike doang
@Hidayat-n3k,Update 26/4/25 21:12 like: 123rb dislike: 162rb
@bayususetyo1601,Standup comedy ini mah
@Ziyan908,Ini pemerintah kita ngapain sih
@Ziyan908,Ini pemerintah kita ngapain sih
@kurniawanhidayat4303,Ngomong yang ga perlu diomongin
@Nickofarhanwiranzha,sudah tapi belum
@ShivaAMega,Video jelek gaada isinya ngapain di upload sih.
@bixchrun,"Okedeh, kontennya bonus demografi. Tapi apa tindakan pemerintah untuk menangani bonus demografi ini? Apa tindakan anda sebagai wakil presiden agar bonus demografi di Indonesia bisa maksimal? Kalau cuma ngomong di YouTube gitu bocil TK juga bisa bang. Lu sebagai pemimpin negara masa ga ngasih solusi? Jangan-jangan lu ga paham gimana memaksimalkan bonus demografi? Apa lu paham konsep bonus demografi ini? Ayolah.... Kalian para wakil rakyat ini tujuannya apa sih sebenernya? Membangun negara yang berlandaskan Pancasila apa sebaliknya? Gw tunggu tindakan pemerintah yang menggembor-gemborkan bonus demografi ini ya. Gw kawal."
@aniespagatt666,Awokowokwok KOCAKK!
@AgustoAlvirio,"Bonus demografi bisa menjadi peluang besar sekaligus jga bisa menjadi beban besar bagi negara, jika negara tdk memberikan kesiapan yg matang dan segala kebijakan pun harus memihak k pada masyarakat sekaligus harus transparan supaya bisa terwujud Indonesia emas."
@hpoppo2796,Pake bot like
@mstv61292,Dislike tidak ditampilkan
@MildaMustamin,█▀█ ▄▀█ ░█ ▄▀█ █▀▄ █▀█ ▄█ █▀█  █▄▀ ▄▀█ █▀█ █▄▄ █ ▀█▀ █░█ █▀█ █▀▄ █▄█ █ ░█░
@nibrasamalbillah6241,Cara liat dislike youtube gimana sih bang gibran?
@aliadam5080,"Para para bapak bapak ,para para ibu ibu"
@feltaindriyani767,Tidak ada usia produktif adanya keluarga produktif
@rendiismayogisembiring3963,Bapak anak sama saja
@oksb6360,9 juta loker mana?????
@meidwikurniawati1878,Lebih tertarik baca komen2nya
@ppuffiestt,nyenyenyenyenye vrisik
@NengWildun,Jujur saya gak paham ini video isinya apaa??
@fadilvlog1078,"Kalo kalian lulusan luar negeri, merasa lebih kompeten ...tp ga pnya kesempatan utk jd pemimpin, minimal kalian mimpin diri sendiri dan kabur aja ke luar negeri bersama para keluarga, biarlah bangsa ini di pimpin oleh kerajaan turun temurun anak anaknya pejabat , nanti jg ada waktunya bubar wkkwwkwk"
@andreasaraydia5413,Tekstual banget
@GalihPrakoso-tq7xb,Kosong adalah Isi. Isi adalah kosong
@ClawitzerPulse,Suntik like gila
@shielvanathaa,bro ingin mencoba menjadi ferry irwandi
@rahadeantirtarela4728,merusak standarisasi wapres bangsa ini yg dulu sangat berkompeten.
@azizmuslim3437,Jika masih punya harga diri lebih baik mundur dari wakil presiden... (malu)
@InibuatYouTube-u9c,Ayo kritik terus sebelum kita sebagai rakyat dibungkam mulutnya
@SarasgraciaVania,Ngadep kamera bran gibran jangan ngadep ke contekan
@juanbenedict4406,Ternyata masih jauh lebih baik wapres yang afk itu
@Ryourkyy,pake buzzer buat ngelike ih sehina itu kamu pak?
@rusmantosaminan4266,Ajak kekampuss di rujak
@riofachri9079,Apakah beliau dapat menjelaskan secara rinci tentang apa itu bonus demografi dibandingkan hanya berkata “bonus….bonus”
@anasyahpohan2993,Woii dislike nya udh brp kok ditutupi wkwkw
@AbiIlyas-b2t,Wkwkwkwkwkwkwkwkwkkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwk lumayan cerita pengantar tidur
@adaaja2675,Keliatan banget kek bapak nye apa apa baca pointer
@AyaSukma,PENDIDIKAN GRATIS LEBIH PENTING DARIPADA MAKAN SIANG GRATIS!!
@anisafaradilla4142,Pah aku mau suntik like yt️
@skyhawk3302,Gibran fomo
@Ramlymail,Jirr duit negara dibeli buat like
@PakdeSpaceman,Kalau kosong yah kosong aja mas
@Andre77665,Beli like di shoppe kah
@AgungDamai-j7v,Lihat dri rupanya anak ini telmi .... alias telat mikir
@dekaramadan7229,"banyak guru besar di negeri ini, ngalah aja bang, mundur dari wapres, kasih jabatannya ke orang yg lebih ahli."
@JokoUn-k1v,Omon omon
@bayufranayoga8870,mau dislike tp kok tombolnya gak ada jadi sedih
@andalanmitraniaga3078,"Mas antam naik, Mas gibran lesu, turun pasaran"
@Llavendeory_,Omon omon
@amanrupadni7707,Dislikenya diumpetin?
@mr.h5426,"Harusnya anda belajar dahulu menjadi pejabat dan tidak melanggar konstitusi dek… jadinya anda omong apapun,org akan menilai salah diawal anda menjadi pemimpin bangsa ini"
@YoutuberMancing,Barbar gini komenan kalian bro
@herrymulyono4112,"Anak ini sudah obrak abrik undang undang RI , demi kepentingan  pribadi, mungkin dirumah beliau tidak ada kaca cermin"
@alinurweda,mau komentar sudah diwakili oleh puluhan ribuan lebih komentar...
@pungkapurba82,Bah...cermin mannnna...
@jagalbilowo69,buzer ayo kerja jgn makan gaji buta
@muammarqadafidodenkchannel2455,Lebih berisi di kolom komentar daripada kontennya
@gitosafutra5233,Selalu sebut siapkan diri untuk bonus demografi. Pemuda sudah sedari dulu sudah siap tapi pemerintah siap nggak?
@arif07jaya27,Kok komentar nya negatif semu piye Iki jal
@mcdvin,"UBAH SISTEM PENDIDIKAN, POTONG GAJI MENTRI YANG KERJA SEMENA-MENA,HUKUM MISKIN KORUPTOR SAMPAI AKARNYA, BERANTAS APARAT KORUP DAN PUNGLI, INSHAALLAH ATAS IZIN ALLAH INDONESIA AKAN MAJU."
@nandarmusawir1082,"Hukum perlu di dandani sek ojo kesusu mikir liyane, yo kabeh ki perlu. Neng hukum kuwi luweh utomo. Investor arep mlebu pasar modal, arep investasi hayo podo mikir bolabali. Mergo korupsi merajalela, podo di ngo bancaan kabeh. Sistem e di dandani ben ora bocor kabeh. Kolaborasi karo wong2 akademisi seng kompeten ben ora abot2 leh mikir."
@arismaulana5477,Wapres terburuk sepanjang masa
@xcc7437,19 juta lowongan jadi kan?
@supoaji2171,"Abis ini mnding gak usah bikin video lahh, wkkkk"
@ArjunaIreng2530,Taekk
@mahlilmustopa8821,Dosa apa Indonesia ini Punya Wapres Hebat kek Gini
@FarhanBhadrika,Bro berfikir dia keren dan menginspirasi anak muda
@robertojackson7642,Semua ini bukan karena kau. Saat ini Indonesia tidak perlu kamu bahas. Sudah tau semua. Apa kontribusimu yg hanya merusak sistem dan moral.
@radikaperdana,Ngantuk
@atikkurniawan2572,"selamat mas gibran, saya berikan 1 dislike, semoga bermanfaat. semoga dapat memberikan sinyal bahwa anda memang tidak disukai. sekelas wapres harusnya sudah siap pakai, langsung berkiprah di tingkat nasional dan internasional, bukannya masih taraf magang kayak sekarang."
@KAZUMA-h5o,njir beli like
@ahmadtaufikh7640,"cukup pause dan like komentar2nya, negara rusak gegara satu keluarga salam fufufafa"
@SaimimaCorns,wakil priden ini bro wlpun lewat paman y tetap wakil presiden tpi sumpah gw ga mau wakil presiden y dia
@reactionedu,Ini tentang apa y🫣
@dayat4060,Anak cucunya besok kalau baca sejarah dia malu gak y? Jejak digital ada dimana mana
@araph0006,Beli likenya uang dari mane tuh
@meme_me386,waaaaawwww habis berapa duit tu buat beli likenya
@BajinganTengik666,masih mending simsimi jd wapres klo GK chatgpt GA sie
@fansMU_cr7,Enak pak pake uang itu buat bayar bot like dan views
@andrebagus8495,Jalur orang dalam
@AanAndri-z1b,"Kalo bukan anak Mulyono, jadi kuli aja kagak laku."
@siap6664,anak manja
@Youngil-love-gihun,sebenernya males kesini cuma bua compare aja
@tanyaaku9888,When power dipegang org yg gabisa pake
@aswarhamzah8303,Apa yg salah dengan peyampaian beliau...
@SuhartiCctv,Mau beli Like lagi gak?
@hafitmaulana6522,Video apaan ini? Wkwkwk kosooongg banget
@andalanmitraniaga3078,Dislike ilang
@sabiojefaalano4dalano792,Obatnya jangan lupa DIMINUM mas WAPRES
@sobatbero,Kukukaka
@martinus2036,"Kocak lu, klo punya ide atau pernyataan, bikin dialog dong. Jd kita tau klo lu tu paham apa yg lu omongin.."
@sarjojojojo4323,Plenger
@ayudevistory,"oh, sekarang dislikenya di hide gais..."
@yudiha7429,Muak
@idharprabowo,"WI WOK DE TOK, NOT ANLE TOK DE TOK"
@RusliAzis-b5r,Kagak ngerti   Ama mas ini   Baca komentar nya malah lebih seru
@norreeeeeeeeeeEEEEEEEEEEEEEEE,"bit, karbit  pencitraan doang lo isinya kosong kmrn bahas² soal ai mana bkin konten ucapan idul Fitri sama promosi video makan siang gratis pake ai, padahal animator sm illustrator di indo banyak yg berbakat pak, kenapa bapak ga membayar mrk buat bkin video untuk di jadikan konten pak?? kapan industri animasi Indonesia sukses kalo wapres nya aj pake ai giliran animasi jumbo sukses langsung bilang ""iNi ErA bArU inDustRi inDoneSiA"" hadehh besok² wapress indo di ganti ai ajadeh yg satu ini kosong soalnya"
@maryonosidik,KATROK
@pencariketenangan7693,Punya rasa malu itu penting supaya ketika banyak yang mengkritik dan tidak suka maka lebih baik mundur dg terhormat daripada cuwek dan masa bodo maka yang bersangkutan akan terlihat seperti odgj
@ArisSiswanto-y7t,Planga-plongo jilid 2
@fajarharidhaputranto3723,ilang tombol dislike nya ..
@iqbalgambyak5063,ini beneran ngerti ga sihh
@Kumakyuu,Wi wok de tok not onli tok de tok
@fashaandrian89,Kesini cuman Mau Dislike dan baca Komen Satir
@kukuhaudypracipto9372,Cie beli like
@fajriatulmaulida7034,Mana nih buzzer nya ga keliatan? Bisa full cacian gini
@zulkiflihusainp1475,Berani apa engga ya Ke Campus se Level UI dia mengadakan Tatap muka  dengan Mahasiswa
@AndruAlvaro,Gibran kayak boruto
@RuangCintaBahagia,"Pak gibran  Untuk menghadapi bonus demografi, beberapa strategi yang harus dilakukan, seperti:  1. Investasi dalam pendidikan dan pelatihan:  Investasi dalam pendidikan dan pelatihan dapat meningkatkan keterampilan dan produktivitas penduduk indonesia usia produktif.  2.  Pengembangan lapangan kerja : Pengembangan lapangan kerja dapat meningkatkan kesempatan kerja dan mengurangi pengangguran pada penduduk indonesia.   3. Pengembangan infrastruktur :  Pengembangan infrastruktur dapat meningkatkan efisiensi dan produktivitas ekonomi masyarakat indonesia.   Anda bisa memenuhi 3 hal itu dulu saja selama pemerintahan anda?  Lakukan 3 hal itu untuk kemajuan masyarakat indonesia secara menyeluruh tanpa ada yang kurang.   Bagaimana??"
@Nanana29-i3q,Aku gk like ya.. Beneran
@bapakrandom,Makanya sabar. Kalo nekat jadinya ya kayak gini. Dibully seindonesia.
@TaurusGaming16,fufufafa
@TamaInfinix001,"Minimal masuk ILC terus debat sama lawan bicara, bikin konten begini biar apa? Diskusi aja ga hidup, biar dapat pembenaran kah?"
@ARRBACHTYAR,keliatan bgt kosongnya
@linggopunggasan5451,Ijazah asli penting kah?
@Ikhwan_tijani,Rusak
@mamatriadys,Yah liat text
@yasniirham9145,"Woi , nurunin buzzer ni buat like video gak bermutu"
@yesssnd,Jawa
@raihanviqi6804,Anomali banget ada orang yang jadi wapres jalur nepotisme tapi sok ngomongin masa depan bangsa .   Cuh
@AyaSukma,JANGAN PERNAH BERHENTI BERSUARA WARGA NEGARA RI TERCINTA. JANGAN BUNGKAM SAAT MELIHAT GIBRAN ASBUN
@muizzankibra7392,"Gua liat dari atas Ampe bawah komennya ko negatif semua ya, emang ada apa serius nanya"
@asriarmaniah900,"saya disini ngisi waktu luang baca komen,, videonya saya pause baru 10 detik pertama, liat dianya bengong kya baca prompt, rasanya malu"
@exeransbg6259,jangan hiraukan yg nyinyir...
@rustiyahrustiyah-d1f,"Ish, jangan jujur2 banget dong koment nya, kasian nanti kena mental orang nya,.."
@CoGanteng1922,Kualitas wapres hasil dr paman...  Menyedihkan
@alfiansarumaha,Saya masih ingat gesturnya doi di debat wapres niruin gaya sun wu kong waktu Profesor Mahfud MD berbicara..
@kennyasyraf3326,Matanya ke kamera dong
@abdurrahmanbbc7274,"Saya lupa bahwa pak Prabowo punya wakil, saking kosongnya ini orang sampe lupa ak"
@Stevenn89,Lah bab 1
@AfandiReva,Karbit
@HariAkbar-h1k,Kosong nyah natural
@TheAznoe,generasi produktif buat di apain..dicerdaskan atau di bodohi..?
@leviathan3631,Mana bisa anak muda berkembang kalo ujung-ujungnya banyak yang nepotisme kayak Anda.
@AhmadAly-k3b,"Ksihan mas Gibran kena buli ,,,itu lh Indonesia gk maju2,,,bnyak yg pintar2 .....bnyak pintar omong"
@geressyakira7189,Please mas Tolong mengundurkan diri
@densoeofficial966,"Simak komen2 bro gibran....mundur sj, gak malu bro ?"
@MrHamjul,"Weits tadi pagi 29k-an likenya. Abis buzzer² gerak, baru ditongolin lagi dislikenya nih mas ?"
@nibrasamalbillah6241,Karbit
@ilhamramadan324,NOOO MY PAJAK  DIBUAT BELI LIKE YUTUB
@gussuwaji8640,Ambyar
@pemudapapua3088,Mas2 ipk 2
@24jamterkini31,"Nyari nyari karya ilmiah mas wapres di Google Scholar ga ketemu2 untuk kutipan jurnal, ada yang punya link publikasi karya ilmiah mas wapres ga? Mau donk kalo ada"
@Kulbet3.0,enak bgt ya orang kosong tapi sukses
@fra8318,Koe ngerti bonus demografi ta le ???????
@Frans.Trades,kerja yang bener jangan malah narsis ngesosmed cog
@radennale,karbit
@kang_nyinyir-o8z,"Woy, tampilin angka dislike nya dong..."
@heniwulan5115,Tapi dia faham yang dia omongin gasi wkwk
@AbuNawasIndo,"Panik...  . . . . . . . . . Mau ""menendang"".. malah mau ""ditendang""  Panik... panik.. panik.."
@stefanusprasetya1180,Jangan biarkan afk ini 2 periode
@kadalarab4475,Cara liat dislike gimana?
@aepdjue,Fura fura tidak tahu afa afa (fufufafa)
@reeikaa-227,Cireng aja ada isinya
@Aaaakocak,Kwwkwkwkk
@FaridaGhozal-j8h,Kalau anda punya martabat kehormatan silahkan mengundurkan diri.
@yantiyaksin7985,Bicara 2030 krn beliau pengen ganti bpkx .. Sy sihhh mooo
@hehehe12x,DISLIKE NYA UDAH 1JT AN KAH AMPE DI TUTUP?
@bronz-q5d,TOK DE TOK...KOKOK PETOK...
@Catme9,"Duit pajak buat beli penonton, sama like nya dia doang kelempiauw lahh"
@ILHAMGUNAWAN-m1r,"Maksud hati mendapat pujian .   Tapi utk membaca teks aja levelnya masih jauh dari rosy , aiman atau bossman , apalagi najwa"
@kireina.tensai,Malu
@renoserena511,"bang udah bang mending jangan ngomong lagi bang, kasian negara ini"
@Iyannnnn-t4i,presiden terbaik Prabowo Gibran
@saripinah4041,"Alamak,,,,kerjaan susah aja koq muluk muluk ngomongnya... Mana janjimu"
@rininingsi4488,Dari Mana Dia Curi Like
@Narutokita123,maaf mas wapres rakyat2 mu sekolah nya gak bener masi suka caci mencaci miris liatnya
@MartsaAliysa,woilaa like nya langsung 124k . manipulasi apa lagi itu putra mahkota ?
@andeska0181,"Coba selidiki, sekolah nya, pengen tahu nilai nya"
@rzkyr6597,bayar berapa buzzer tuk like sebanyak itu? miris
@pahrulpauji3339,Mending jdi supervisor PT dulu
@jordanipil4021,main kekampus jangan ke playgroub
@Fadli-r3v,bonus atau modus
@RafaelBigazzo,Dislike kumpul di sini ______
@srikuncoro3515,Bonus demografi : Fufu fafa jadi wapres...
@danielsinaga1849,Wah pake jasa like YouTube ya  ketahuan nih sering pake jasa buzzer
@elnino8814,Kosong
@KEJUMONofficial,Raja karbit
@peinreborn1142,Mentalnya masih aman gak ?
@sadita7,"padahal klo dia spill kelakuan busuk bapaknya dan circle nya bisa dapet like lebih banyak dan organik, malah baca script bikinan chatGPT sama beli like, sayang sekali..."
@windrapratama2209,Template monolong copas reymond chin banget braay
@almikz9272,tidak menarik.
@fahmiazuhri9509,"Ibarat lagi nge dongeng, ngantuuk gw.."
@tadosuteja9482,ngomong apa sih nih orang..!!!???
@tbtbklgf4581,SUMPAH DEMI APAPUN GW IKHLAS UANG PAJAK KITA DIPAKE BUAT BELI LIKES YUTUB
@budisantoso-ze6rp,Ini Wapres ngerti engga ya dengan isi teks yang dia baca?? Monolog seperti robot.
@kadekp28,janji janji seribu janji
@abdillah333,sejak kau jd wapres wowo jd presiden... aku merasa indonesia dah bubar...
@moodizen,GOKIL BUKAN CUMA BELI LIKE TAPI BELI VIEWS UDH 1JT AN AJA VIEWSNYA PADAHAL GADA YG NONTON TADINYA
@himderoful,sumpah ..ini Indonesia parah banget.. tetanggaku didesa miskin2 banget..semua kelilit utang ..parah.. didesa nyari duit seratus RB aj susah banget..
@jaelaniist,"Yg pilih jokowi 2014 lalu mulai dari pilgub tolong tanggung jawab, sekarang keluarga nya melunjak nih"
@JackComboyBoy-t8l3i,Dia itu baca teks atau asli ngomong sendiri??? Tapi kemungkinan baca teks ya??  Lebih bagus ajak diskusi dulu sama anak2 muda yg berwawasan luas
@SHYSHY_,"Lempeng banget, kaya cuma baca doang"
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni
@burina5515,GANTI WAPRES SEGERA
@SiskaIndriyani-mv5eo,BONUS DARI KEBOHONGAN !
@madebadrunaim9984,"modal gedabrus tok,ngerti apa ora embuh sing penting mangap"
@jadjapranajaya8971,Bayangin duit pajak Lo dipake buat bayar bot like
@siabangjago,"Malu woy, orang hina kok ngasih wejangan sama anak2 muda Indonesia. Lu jadi wapres gara2 paksaan keluarga, dan skrg bapak lu juga bermasalah setelah habis masa jabatan!"
@bangboyz5157,
@jonimanik4908,Belajar membaca
@ItsmeNana-6v6,"nggak usah ditonton, buang-buang waktu"
@januimam6796,artis youtube
@didikromadhoni2931,Pemilu 5 thn lagi kalo ada fotonya. Coblos semuanya. Males
@nurulsahadatifajri8142,"Petarung tangguh? Dibantu bapak sama paman, masih ngomong petarung tangguh?"
@ramapriadi2244,kosong...... kosong dan kosong itu lah isi video nya. kerjaan saja minta carikan bapak dan di bantu paman.
@hilalaltamuz9693,Minimal kerja nyari sendiri lah
@RaizaArrazaq,Pengen liat yang dislike Jadi brapa
